Word,Starting Letter,WordLength,Scrabble Value,Max Possible Bouns
BESTOWAL, B,8,13,47
BESTOWER, B,8,13,47
BESTOWING, B,9,15,53
BESTOWMENT, B,10,17,59
BESTRADDLE, B,10,14,48
BESTRAUGHT, B,10,16,56
BESTRAW, B,7,12,36
BESTREAM, B,8,12,42
BESTREW, B,7,12,36
BESTREWMENT, B,11,18,62
BESTRIDE, B,8,11,39
BESTRIPE, B,8,12,42
BESTRODE, B,8,11,39
BESTUD, B,6,9,24
BESUGAR, B,7,10,29
BESUIT, B,6,8,22
BESULLY, B,7,12,36
BESWARM, B,7,14,40
BESWEATERED, B,11,17,59
BESWEETEN, B,9,14,50
BESWELTER, B,9,14,50
BESWIM, B,6,13,34
BESWINGE, B,8,14,50
BESWITCH, B,8,18,62
BETACISM, B,8,14,48
BETACISMUS, B,10,16,54
BETAFITE, B,8,13,47
BETAIL, B,6,8,22
BETAILOR, B,8,10,36
BETAINE, B,7,9,27
BETAINOGEN, B,10,13,45
BETALLOW, B,8,13,47
BETANGLE, B,8,11,39
BETANGLEMENT, B,12,17,57
BETASSEL, B,8,10,36
BETATRON, B,8,10,36
BETATTERED, B,10,13,45
BETEAR, B,6,8,22
BETEELA, B,7,9,27
BETEEM, B,6,10,26
BETELGEUSE, B,10,13,45
BETHEL, B,6,11,30
BETHESDA, B,8,14,50
BETHFLOWER, B,10,21,71
BETHRALL, B,8,13,47
BETHREATEN, B,10,15,53
BETHROOT, B,8,13,47
BETHUEL, B,7,12,36
BETHUMP, B,7,16,44
BETHUNDER, B,9,15,53
BETHYLIDAE, B,10,19,65
BETIDE, B,6,9,24
BETIMES, B,7,11,31
BETINGE, B,7,10,29
BETIRE, B,6,8,22
BETITLE, B,7,9,27
BETOCSIN, B,8,12,42
BETOIL, B,6,8,22
BETONE, B,6,8,22
BETONGUE, B,8,11,39
BETONICA, B,8,12,42
BETONY, B,6,11,30
BETORCIN, B,8,12,42
BETORCINOL, B,10,14,48
BETOSS, B,6,8,22
BETOWEL, B,7,12,36
BETOWERED, B,9,15,53
BETOYA, B,6,11,30
BETOYAN, B,7,12,36
BETRACE, B,7,11,31
BETRAIL, B,7,9,27
BETRAMPLE, B,9,15,51
BETRAP, B,6,10,26
BETRAVEL, B,8,13,47
BETRAY, B,6,11,30
BETRAYAL, B,8,13,47
BETRAYER, B,8,13,47
BETRAYMENT, B,10,17,59
BETREAD, B,7,10,29
BETREND, B,7,10,29
BETRIM, B,6,10,26
BETROTH, B,7,12,36
BETROTHAL, B,9,14,50
BETROTHED, B,9,15,53
BETROTHMENT, B,11,18,62
BETROUGH, B,8,14,50
BETROUSERED, B,11,14,48
BETRUMPET, B,9,15,51
BETSEY, B,6,11,30
BETSILEOS, B,9,11,39
BETSY, B,5,10,20
BETTED, B,6,9,24
BETTER, B,6,8,22
BETTERER, B,8,10,36
BETTERGATES, B,11,14,48
BETTERING, B,9,12,42
BETTERLY, B,8,13,47
BETTERMENT, B,10,14,48
BETTERMOST, B,10,14,48
BETTERNESS, B,10,12,42
BETTERS, B,7,9,27
BETTINA, B,7,9,27
BETTINE, B,7,9,27
BETTING, B,7,10,29
BETTONG, B,7,10,29
BETTONGA, B,8,11,39
BETTONGIA, B,9,12,42
BETTOR, B,6,8,22
BETTY, B,5,10,20
BETULA, B,6,8,22
BETULACEAE, B,10,14,48
BETULACEOUS, B,11,15,51
BETULIN, B,7,9,27
BETULINAMARIC, B,13,19,63
BETULINIC, B,9,13,45
BETULINOL, B,9,11,39
BETULITES, B,9,11,39
BETUTOR, B,7,9,27
BETUTORED, B,9,12,42
BETWATTLED, B,10,16,56
BETWEEN, B,7,12,36
BETWEENITY, B,10,18,62
BETWEENMAID, B,11,19,65
BETWEENNESS, B,11,16,56
BETWINE, B,7,12,36
BETWIT, B,6,11,30
BEUDANTITE, B,10,13,45
BEULAH, B,6,11,30
BEUNIFORMED, B,11,19,65
BEVATRON, B,8,13,47
BEVEIL, B,6,11,30
BEVEL, B,5,10,20
BEVELED, B,7,13,38
BEVELER, B,7,12,36
BEVELLED, B,8,14,50
BEVELMENT, B,9,16,56
BEVENOM, B,7,14,40
BEVER, B,5,10,20
BEVERAGE, B,8,14,50
BEVERSE, B,7,12,36
BEVESSELED, B,10,16,56
BEVESSELLED, B,11,17,59
BEVETO, B,6,11,30
BEVILLAIN, B,9,14,50
BEVINED, B,7,13,38
BEVOILED, B,8,14,50
BEVOMIT, B,7,14,40
BEVUE, B,5,10,20
BEVY, B,4,12,24
BEWAIL, B,6,11,30
BEWAILER, B,8,13,47
BEWAILING, B,9,15,53
BEWAILINGLY, B,11,20,68
BEWAILMENT, B,10,17,59
BEWAITERED, B,10,16,56
BEWALL, B,6,11,30
BEWARE, B,6,11,30
BEWASH, B,6,14,36
BEWASTE, B,7,12,36
BEWATER, B,7,12,36
BEWEARY, B,7,15,42
BEWEEP, B,6,13,34
BEWEEPER, B,8,15,53
BEWELCOME, B,9,18,62
BEWELTER, B,8,13,47
BEWEPT, B,6,13,34
BEWEST, B,6,11,30
BEWET, B,5,10,20
BEWHIG, B,6,15,38
BEWHISPER, B,9,19,65
BEWHISTLE, B,9,17,59
BEWHITE, B,7,15,42
BEWHITEN, B,8,16,56
BEWIG, B,5,11,22
BEWIGGED, B,8,16,56
BEWILDER, B,8,14,50
BEWILDERED, B,10,17,59
BEWILDEREDLY, B,12,22,74
BEWILDEREDNESS, B,14,21,71
BEWILDERING, B,11,18,62
BEWILDERINGLY, B,13,23,77
BEWILDERMENT, B,12,20,68
BEWIMPLE, B,8,17,59
BEWINGED, B,8,15,53
BEWINTER, B,8,13,47
BEWIRED, B,7,13,38
BEWITCH, B,7,17,46
BEWITCHEDNESS, B,13,24,80
BEWITCHER, B,9,19,65
BEWITCHERY, B,10,23,77
BEWITCHFUL, B,10,23,77
BEWITCHING, B,10,21,71
BEWITCHINGLY, B,12,26,86
BEWITCHINGNESS, B,14,25,83
BEWITCHMENT, B,11,23,77
BEWITH, B,6,14,36
BEWORM, B,6,13,34
BEWORN, B,6,11,30
BEWORRY, B,7,15,42
BEWORSHIP, B,9,19,65
BEWRAP, B,6,13,34
BEWRATHED, B,9,18,62
BEWRAY, B,6,14,36
BEWRAYER, B,8,16,56
BEWRAYMENT, B,10,20,68
BEWREATH, B,8,16,56
BEWRITE, B,7,12,36
BEY, B,3,8,20
BEYDOM, B,6,14,36
BEYLIC, B,6,13,34
BEYLICAL, B,8,15,53
BEYOND, B,6,12,32
BEYRICHITE, B,10,20,68
BEYSHIP, B,7,17,46
BHADON, B,6,12,32
BHAGA, B,5,11,22
BHAGAVAT, B,8,17,59
BHAGAVATA, B,9,18,62
BHALU, B,5,10,20
BHANDAR, B,7,13,38
BHANDARI, B,8,14,50
BHANG, B,5,11,22
BHANGI, B,6,12,32
BHARA, B,5,10,20
BHARAL, B,6,11,30
BHARATA, B,7,12,36
BHAVA, B,5,13,26
BHAVANI, B,7,15,42
BHEESTY, B,7,15,42
BHILI, B,5,10,20
BHIMA, B,5,12,24
BHOOSA, B,6,11,30
BHOTIA, B,6,11,30
BHOTIYA, B,7,15,42
BHOWANI, B,7,15,42
BHOY, B,4,12,24
BHUNGI, B,6,12,32
BHUNGINI, B,8,14,50
BHUTANESE, B,9,14,50
BHUTANI, B,7,12,36
BHUTIA, B,6,11,30
BIACETYL, B,8,15,53
BIACETYLENE, B,11,18,62
BIACID, B,6,11,28
BIACROMIAL, B,10,16,54
BIACUMINATE, B,11,17,57
BIACURU, B,7,11,31
BIALATE, B,7,9,27
BIALLYL, B,7,12,36
BIALVEOLAR, B,10,15,53
BIANCA, B,6,10,26
BIANCHI, B,7,14,40
BIANCHITE, B,9,16,56
BIANCO, B,6,10,26
BIANGULAR, B,9,12,42
BIANGULATE, B,10,13,45
BIANGULATED, B,11,15,51
BIANGULOUS, B,10,13,45
BIANISIDINE, B,11,14,48
BIANNUAL, B,8,10,36
BIANNUALLY, B,10,15,53
BIANNULATE, B,10,12,42
BIARCHY, B,7,17,46
BIARCUATE, B,9,13,45
BIARCUATED, B,10,15,51
BIARTICULAR, B,11,15,51
BIARTICULATE, B,12,16,54
BIARTICULATED, B,13,18,60
BIASNESS, B,8,10,36
BIASTERIC, B,9,13,45
BIASWISE, B,8,13,47
BIATOMIC, B,8,14,48
BIAURICULAR, B,11,15,51
BIAURICULATE, B,12,16,54
BICAMERAL, B,9,15,51
BICAMERIST, B,10,16,54
BICAPITATE, B,10,16,54
BICAPSULAR, B,10,16,54
BICARINATE, B,10,14,48
BICARPELLARY, B,12,21,71
BICARPELLATE, B,12,18,60
BICAUDAL, B,8,13,45
BICAUDATE, B,9,14,48
BICELLULAR, B,10,14,48
BICENTENARY, B,11,18,62
BICENTENNIAL, B,12,16,54
BICEPHALOUS, B,11,20,68
BICEPS, B,6,12,30
BICETYL, B,7,14,40
BICHIR, B,6,13,34
BICHLORIDE, B,10,18,62
BICHORD, B,7,15,42
BICHROMATE, B,10,19,65
BICHROME, B,8,17,59
BICHY, B,5,15,30
BICILIATE, B,9,13,45
BICILIATED, B,10,15,51
BICIPITAL, B,9,15,51
BICIPITOUS, B,10,16,54
BICIRROSE, B,9,13,45
BICLAVATE, B,9,16,56
BICLINIUM, B,9,15,51
BICOLLATERAL, B,12,16,54
BICOLLIGATE, B,11,16,54
BICOLOR, B,7,11,31
BICOLORED, B,9,14,48
BICOLOROUS, B,10,14,48
BICONDYLAR, B,10,18,62
BICONE, B,6,10,26
BICONSONANTAL, B,13,17,57
BICORN, B,6,10,26
BICORNATE, B,9,13,45
BICORNE, B,7,11,31
BICORNED, B,8,13,45
BICORNOUS, B,9,13,45
BICORNUATE, B,10,14,48
BICORNUOUS, B,10,14,48
BICORNUTE, B,9,13,45
BICORPORAL, B,10,16,54
BICORPORATE, B,11,17,57
BICORPOREAL, B,11,17,57
BICOSTATE, B,9,13,45
BICRENATE, B,9,13,45
BICROFARAD, B,10,18,62
BICRON, B,6,10,26
BICRURAL, B,8,12,42
BICURSAL, B,8,12,42
BICUSPID, B,8,15,51
BICUSPIDATE, B,11,18,60
BICYANIDE, B,9,17,59
BIDACTYL, B,8,16,56
BIDACTYLE, B,9,17,59
BIDACTYLOUS, B,11,19,65
BIDDANCE, B,8,14,48
BIDDELIAN, B,9,13,45
BIDDER, B,6,10,26
BIDDING, B,7,12,33
BIDDULPHIA, B,10,19,65
BIDDULPHIACEAE, B,14,25,83
BIDDY, B,5,12,24
BIDENS, B,6,9,24
BIDENT, B,6,9,24
BIDENTAL, B,8,11,39
BIDENTATE, B,9,12,42
BIDENTED, B,8,12,42
BIDENTIAL, B,9,12,42
BIDENTICULATE, B,13,18,60
BIDIGITATE, B,10,14,48
BIDIMENSIONAL, B,13,18,60
BIDING, B,6,10,26
BIDIRECTIONAL, B,13,18,60
BIDIURNAL, B,9,12,42
BIDPAI, B,6,11,28
BIDUOUS, B,7,10,29
BIEDERMEIER, B,11,16,54
BIELDY, B,6,12,32
BIELECTROLYSIS, B,14,21,71
BIELENITE, B,9,11,39
BIELID, B,6,9,24
BIELOROUSS, B,10,12,42
BIENLY, B,6,11,30
BIENNESS, B,8,10,36
BIENNIA, B,7,9,27
BIENNIAL, B,8,10,36
BIENNIALLY, B,10,15,53
BIENNIUM, B,8,12,42
BIETHNIC, B,8,15,53
BIETLE, B,6,8,22
BIFACIAL, B,8,15,53
BIFANGED, B,8,15,53
BIFARA, B,6,11,30
BIFARIOUS, B,9,14,50
BIFARIOUSLY, B,11,19,65
BIFER, B,5,10,20
BIFEROUS, B,8,13,47
BIFID, B,5,11,22
BIFIDATE, B,8,14,50
BIFIDATED, B,9,16,56
BIFIDITY, B,8,17,59
BIFIDLY, B,7,16,44
BIFILAR, B,7,12,36
BIFILARLY, B,9,17,59
BIFISTULAR, B,10,15,53
BIFLAGELLATE, B,12,18,62
BIFLECNODE, B,10,18,62
BIFLECTED, B,9,17,59
BIFLORATE, B,9,14,50
BIFLOROUS, B,9,14,50
BIFLUORIDE, B,10,16,56
BIFOCAL, B,7,14,40
BIFOIL, B,6,11,30
BIFOLD, B,6,12,32
BIFOLIA, B,7,12,36
BIFOLIATE, B,9,14,50
BIFOLIOLATE, B,11,16,56
BIFOLIUM, B,8,15,53
BIFORM, B,6,13,34
BIFORMED, B,8,16,56
BIFORMITY, B,9,19,65
BIFOROUS, B,8,13,47
BIFRONT, B,7,12,36
BIFRONTAL, B,9,14,50
BIFRONTED, B,9,15,53
BIFURCAL, B,8,15,53
BIFURCATE, B,9,16,56
BIFURCATED, B,10,18,62
BIFURCATELY, B,11,21,71
BIFURCATION, B,11,18,62
BIGAMIC, B,7,14,37
BIGAMIST, B,8,13,45
BIGAMISTIC, B,10,17,57
BIGAMOUS, B,8,13,45
BIGAMOUSLY, B,10,18,62
BIGAMY, B,6,14,36
BIGARADE, B,8,12,42
BIGAROON, B,8,11,39
BIGARREAU, B,9,12,42
BIGEMINA, B,8,13,45
BIGEMINAL, B,9,14,48
BIGEMINATE, B,10,15,51
BIGEMINATED, B,11,17,57
BIGENER, B,7,10,29
BIGENERIC, B,9,14,48
BIGENTIAL, B,9,12,42
BIGEYE, B,6,12,32
BIGGAH, B,6,13,34
BIGGEN, B,6,10,26
BIGGER, B,6,10,26
BIGGEST, B,7,11,31
BIGGIN, B,6,10,26
BIGGISH, B,7,14,40
BIGGONET, B,8,12,42
BIGHA, B,5,11,22
BIGHEAD, B,7,14,40
BIGHEARTED, B,10,17,59
BIGHEARTEDNESS, B,14,21,71
BIGHORN, B,7,13,38
BIGHT, B,5,11,22
BIGLANDULAR, B,11,15,51
BIGLENOID, B,9,13,45
BIGLOT, B,6,9,24
BIGMOUTH, B,8,16,56
BIGMOUTHED, B,10,19,65
BIGNESS, B,7,10,29
BIGNONIA, B,8,11,39
BIGNONIACEAE, B,12,17,57
BIGNONIACEOUS, B,13,18,60
BIGNONIAD, B,9,13,45
BIGNOU, B,6,9,24
BIGONIAC, B,8,13,45
BIGONIAL, B,8,11,39
BIGOTED, B,7,11,31
BIGOTEDLY, B,9,16,56
BIGOTISH, B,8,14,50
BIGOTRY, B,7,13,38
BIGOTTY, B,7,13,38
BIGROOT, B,7,10,29
BIGUANIDE, B,9,13,45
BIGUTTATE, B,9,12,42
BIGUTTULATE, B,11,14,48
BIGWIG, B,6,13,34
BIHAI, B,5,10,20
BIHAM, B,5,12,24
BIHAMATE, B,8,15,53
BIHARI, B,6,11,30
BIHARMONIC, B,10,19,65
BIHOURLY, B,8,16,56
BILAAN, B,6,8,22
BILALO, B,6,8,22
BILAMELLAR, B,10,14,48
BILAMELLATE, B,11,15,51
BILAMELLATED, B,12,17,57
BILAMINAR, B,9,13,45
BILAMINATE, B,10,14,48
BILAMINATED, B,11,16,54
BILANDER, B,8,11,39
BILATERAL, B,9,11,39
BILATERALISM, B,12,16,54
BILATERALITY, B,12,17,59
BILATERALLY, B,11,16,56
BILATERALNESS, B,13,15,51
BILATI, B,6,8,22
BILCH, B,5,12,24
BILDAR, B,6,9,24
BILDERS, B,7,10,29
BILESTONE, B,9,11,39
BILGY, B,5,11,22
BILIANIC, B,8,12,42
BILIARY, B,7,12,36
BILIATE, B,7,9,27
BILIATION, B,9,11,39
BILICYANIN, B,10,17,59
BILIFACTION, B,11,18,62
BILIFEROUS, B,10,15,53
BILIFICATION, B,12,19,65
BILIFUSCIN, B,10,17,59
BILIFY, B,6,14,36
BILIHUMIN, B,9,16,56
BILIMENT, B,8,12,42
BILINEAR, B,8,10,36
BILINEATE, B,9,11,39
BILINGUAL, B,9,12,42
BILINGUALISM, B,12,17,57
BILINGUALLY, B,11,17,59
BILINGUAR, B,9,12,42
BILINGUIST, B,10,13,45
BILINIGRIN, B,10,13,45
BILINITE, B,8,10,36
BILIOUS, B,7,9,27
BILIOUSLY, B,9,14,50
BILIOUSNESS, B,11,13,45
BILIPRASIN, B,10,14,48
BILIPYRRHIN, B,11,21,71
BILITERAL, B,9,11,39
BILITERALISM, B,12,16,54
BILITH, B,6,11,30
BILITHON, B,8,13,47
BILIVERDIC, B,10,18,62
BILIVERDIN, B,10,16,56
BILLED, B,6,9,24
BILLER, B,6,8,22
BILLET, B,6,8,22
BILLETER, B,8,10,36
BILLETHEAD, B,10,16,56
BILLETING, B,9,12,42
BILLETWOOD, B,10,16,56
BILLETY, B,7,12,36
BILLFISH, B,8,16,56
BILLFOLD, B,8,14,50
BILLHEAD, B,8,14,50
BILLHEADING, B,11,18,62
BILLHOLDER, B,10,16,56
BILLIAN, B,7,9,27
BILLIARD, B,8,11,39
BILLIARDIST, B,11,14,48
BILLIARDLY, B,10,16,56
BILLIARDS, B,9,12,42
BILLING, B,7,10,29
BILLINGSGATE, B,12,16,54
BILLION, B,7,9,27
BILLIONAIRE, B,11,13,45
BILLIONISM, B,10,14,48
BILLIONTH, B,9,14,50
BILLITONITE, B,11,13,45
BILLMAN, B,7,11,31
BILLON, B,6,8,22
BILLOT, B,6,8,22
BILLOW, B,6,11,30
BILLOWINESS, B,11,16,56
BILLOWY, B,7,15,42
BILLPOSTER, B,10,14,48
BILLPOSTING, B,11,16,54
BILLY, B,5,10,20
BILLYCAN, B,8,15,53
BILLYER, B,7,12,36
BILLYHOOD, B,9,18,62
BILOCATION, B,10,14,48
BILOCELLATE, B,11,15,51
BILOCULAR, B,9,13,45
BILOCULATE, B,10,14,48
BILOCULINA, B,10,14,48
BILOCULINE, B,10,14,48
BILOPHODONT, B,11,19,65
BILSH, B,5,10,20
BILSTED, B,7,10,29
BILTONG, B,7,10,29
BILTONGUE, B,9,12,42
BIMACULATE, B,10,16,54
BIMACULATED, B,11,18,60
BIMALAR, B,7,11,31
BIMANA, B,6,10,26
BIMANAL, B,7,11,31
BIMANE, B,6,10,26
BIMANOUS, B,8,12,42
BIMANUAL, B,8,12,42
BIMANUALLY, B,10,17,59
BIMARGINATE, B,11,16,54
BIMARINE, B,8,12,42
BIMASTIC, B,8,14,48
BIMASTOID, B,9,14,48
BIMASTY, B,7,14,40
BIMENSAL, B,8,12,42
BIMESTER, B,8,12,42
BIMESTRIAL, B,10,14,48
BIMETALIC, B,9,15,51
BIMETALLIST, B,11,15,51
BIMETALLISTIC, B,13,19,63
BIMILLENARY, B,11,18,62
BIMILLIONAIRE, B,13,17,57
BIMINI, B,6,10,26
BIMODAL, B,7,12,33
BIMODALITY, B,10,18,62
BIMOLECULAR, B,11,17,57
BIMONTHLY, B,9,19,65
BIMOTORED, B,9,14,48
BIMOTORS, B,8,12,42
BIMUCRONATE, B,11,17,57
BIMUSCULAR, B,10,16,54
BINARIUM, B,8,12,42
BINARY, B,6,11,30
BINATE, B,6,8,22
BINATELY, B,8,13,47
BINATION, B,8,10,36
BINATIONAL, B,10,12,42
BINAURAL, B,8,10,36
BINAURICULAR, B,12,16,54
BINDER, B,6,9,24
BINDERY, B,7,13,38
BINDHEIMITE, B,11,19,65
BINDING, B,7,11,31
BINDINGLY, B,9,16,56
BINDINGNESS, B,11,15,51
BINDLE, B,6,9,24
BINDLET, B,7,10,29
BINDOREE, B,8,11,39
BINDWEED, B,8,15,53
BINDWITH, B,8,17,59
BINDWOOD, B,8,15,53
BINERVATE, B,9,14,50
BINEWEED, B,8,14,50
BINGEY, B,6,12,32
BINGHI, B,6,12,32
BINGLE, B,6,9,24
BINGY, B,5,11,22
BINIODIDE, B,9,13,45
BINITARIAN, B,10,12,42
BINITARIANISM, B,13,17,57
BINMAN, B,6,10,26
BINNACLE, B,8,12,42
BINNING, B,7,10,29
BINNITE, B,7,9,27
BINNOGUE, B,8,11,39
BINOCLE, B,7,11,31
BINOCULAR, B,9,13,45
BINOCULARITY, B,12,19,65
BINOCULARLY, B,11,18,62
BINOCULATE, B,10,14,48
BINODAL, B,7,10,29
BINODE, B,6,9,24
BINODOSE, B,8,11,39
BINODOUS, B,8,11,39
BINOMENCLATURE, B,14,20,66
BINOMIAL, B,8,12,42
BINOMIALLY, B,10,17,59
BINOMINAL, B,9,13,45
BINOMINATED, B,11,16,54
BINOMINOUS, B,10,14,48
BINORMAL, B,8,12,42
BINOTIC, B,7,11,31
BINOTONOUS, B,10,12,42
BINOUS, B,6,8,22
BINTANGOR, B,9,12,42
BINTURONG, B,9,12,42
BINUCLEAR, B,9,13,45
BINUCLEATE, B,10,14,48
BINUCLEATED, B,11,16,54
BINUCLEOLATE, B,12,16,54
BIOCATALYST, B,11,18,62
BIOCELLATE, B,10,14,48
BIOCHEMIST, B,10,19,65
BIOCHEMISTRY, B,12,24,80
BIOCHEMY, B,8,20,68
BIOCHORE, B,8,15,53
BIOCLIMATOLOGY, B,14,24,80
BIOCOENOSE, B,10,14,48
BIOCOENOSIS, B,11,15,51
BIODYNAMIC, B,10,20,68
BIODYNAMICAL, B,12,22,74
BIODYNAMICS, B,11,21,71
BIODYNE, B,7,13,38
BIOECOLOGIST, B,12,17,57
BIOECOLOGY, B,10,18,62
BIOGEN, B,6,9,24
BIOGENASE, B,9,12,42
BIOGENESIS, B,10,13,45
BIOGENESIST, B,11,14,48
BIOGENETIC, B,10,15,51
BIOGENETICAL, B,12,17,57
BIOGENETICALLY, B,14,22,74
BIOGENETICS, B,11,16,54
BIOGENOUS, B,9,12,42
BIOGENY, B,7,13,38
BIOGEOGRAPHIC, B,13,24,80
BIOGEOGRAPHY, B,12,24,80
BIOGNOSIS, B,9,12,42
BIOGRAPH, B,8,16,56
BIOGRAPHEE, B,10,18,62
BIOGRAPHER, B,10,18,62
BIOGRAPHIC, B,10,20,68
BIOGRAPHICAL, B,12,22,74
BIOGRAPHICALLY, B,14,27,89
BIOGRAPHIST, B,11,19,65
BIOGRAPHY, B,9,20,68
BIOHERM, B,7,14,40
BIOLINGUISTICS, B,14,19,63
BIOLITH, B,7,12,36
BIOLOGESE, B,9,12,42
BIOLOGIC, B,8,13,45
BIOLOGICAL, B,10,15,51
BIOLOGICALLY, B,12,20,68
BIOLOGISM, B,9,14,48
BIOLOGIST, B,9,12,42
BIOLOGY, B,7,13,38
BIOLUMINESCENT, B,14,20,66
BIOLYSIS, B,8,13,47
BIOLYTIC, B,8,15,53
BIOMAGNETIC, B,11,18,60
BIOMETEOROLOGY, B,14,22,74
BIOMETER, B,8,12,42
BIOMETRIC, B,9,15,51
BIOMETRICAL, B,11,17,57
BIOMETRICALLY, B,13,22,74
BIOMETRICIAN, B,12,18,60
BIOMETRICIST, B,12,18,60
BIOMETRICS, B,10,16,54
BIOMETRY, B,8,15,53
BIONERGY, B,8,14,50
BIONOMIC, B,8,14,48
BIONOMICAL, B,10,16,54
BIONOMICALLY, B,12,21,71
BIONOMICS, B,9,15,51
BIONOMIST, B,9,13,45
BIONOMY, B,7,14,40
BIOPHAGISM, B,10,20,68
BIOPHAGOUS, B,10,18,62
BIOPHAGY, B,8,19,65
BIOPHILOUS, B,10,17,59
BIOPHORE, B,8,15,53
BIOPHYSICAL, B,11,23,77
BIOPHYSICS, B,10,22,74
BIOPHYTE, B,8,18,62
BIOPLASM, B,8,14,48
BIOPLASMIC, B,10,18,60
BIOPLAST, B,8,12,42
BIOPLASTIC, B,10,16,54
BIOPSIC, B,7,13,35
BIOPSY, B,6,13,34
BIORAL, B,6,8,22
BIORDINAL, B,9,12,42
BIOREACTION, B,11,15,51
BIORGAN, B,7,10,29
BIOSCOPE, B,8,14,48
BIOSCOPY, B,8,17,59
BIOSIS, B,6,8,22
BIOSOCIAL, B,9,13,45
BIOSPHERE, B,9,16,56
BIOSTATIC, B,9,13,45
BIOSTATICAL, B,11,15,51
BIOSTATICS, B,10,14,48
BIOSTATISTICS, B,13,17,57
BIOSTERIN, B,9,11,39
BIOSTEROL, B,9,11,39
BIOSYNTHESIS, B,12,20,68
BIOSYNTHETIC, B,12,22,74
BIOSYSTEMATIC, B,13,22,74
BIOSYSTEMATICS, B,14,23,77
BIOSYSTEMATIST, B,14,21,71
BIOTIC, B,6,10,26
BIOTICAL, B,8,12,42
BIOTICS, B,7,11,31
BIOTIN, B,6,8,22
BIOTITE, B,7,9,27
BIOTITIC, B,8,12,42
BIOTOME, B,7,11,31
BIOTOMY, B,7,14,40
BIOTOPE, B,7,11,31
BIOTYPE, B,7,14,40
BIOTYPIC, B,8,17,59
BIOVULAR, B,8,13,47
BIOVULATE, B,9,14,50
BIPALEOLATE, B,11,15,51
BIPALIIDAE, B,10,15,51
BIPALIUM, B,8,14,48
BIPALMATE, B,9,15,51
BIPARASITIC, B,11,17,57
BIPARENTAL, B,10,14,48
BIPARIETAL, B,10,14,48
BIPAROUS, B,8,12,42
BIPARTED, B,8,13,45
BIPARTIENT, B,10,14,48
BIPARTILE, B,9,13,45
BIPARTISAN, B,10,14,48
BIPARTITE, B,9,13,45
BIPARTITELY, B,11,18,62
BIPARTITION, B,11,15,51
BIPARTY, B,7,14,40
BIPASCHAL, B,9,18,62
BIPECTINATE, B,11,17,57
BIPECTINATED, B,12,19,63
BIPED, B,5,10,20
BIPEDAL, B,7,12,33
BIPEDALITY, B,10,18,62
BIPEDISM, B,8,15,51
BIPELTATE, B,9,13,45
BIPENNATE, B,9,13,45
BIPENNATED, B,10,15,51
BIPENNIFORM, B,11,20,68
BIPERFORATE, B,11,18,62
BIPERSONAL, B,10,14,48
BIPETALOUS, B,10,14,48
BIPHASE, B,7,14,40
BIPHASIC, B,8,17,59
BIPHENOL, B,8,15,53
BIPHENYL, B,8,18,62
BIPHENYLENE, B,11,21,71
BIPINNARIA, B,10,14,48
BIPINNATE, B,9,13,45
BIPINNATED, B,10,15,51
BIPINNATELY, B,11,18,62
BIPINNATIFID, B,12,20,68
BIPINNATISECT, B,13,19,63
BIPLANAL, B,8,12,42
BIPLANAR, B,8,12,42
BIPLANE, B,7,11,31
BIPLICATE, B,9,15,51
BIPLICITY, B,9,18,62
BIPLOSION, B,9,13,45
BIPLOSIVE, B,9,16,56
BIPOD, B,5,10,20
BIPOLAR, B,7,11,31
BIPOLARITY, B,10,17,59
BIPONT, B,6,10,26
BIPONTINE, B,9,13,45
BIPOROSE, B,8,12,42
BIPOROUS, B,8,12,42
BIPRISM, B,7,13,35
BIPRONG, B,7,12,33
BIPUNCTAL, B,9,15,51
BIPUNCTATE, B,10,16,54
BIPUNCTUAL, B,10,16,54
BIPYRAMID, B,9,19,65
BIPYRAMIDAL, B,11,21,71
BIPYRIDINE, B,10,18,62
BIRACIAL, B,8,12,42
BIRACIALISM, B,11,17,57
BIRADIAL, B,8,11,39
BIRADIATE, B,9,12,42
BIRADIATED, B,10,14,48
BIRAMOUS, B,8,12,42
BIRATIONAL, B,10,12,42
BIRCH, B,5,12,24
BIRCHEN, B,7,14,40
BIRCHING, B,8,16,56
BIRCHMAN, B,8,17,59
BIRCHWOOD, B,9,20,68
BIRDCALL, B,8,13,45
BIRDCRAFT, B,9,17,59
BIRDDOM, B,7,13,35
BIRDEEN, B,7,10,29
BIRDER, B,6,9,24
BIRDGLUE, B,8,12,42
BIRDHOOD, B,8,15,53
BIRDHOUSE, B,9,15,53
BIRDIE, B,6,9,24
BIRDING, B,7,11,31
BIRDLAND, B,8,12,42
BIRDLESS, B,8,11,39
BIRDLET, B,7,10,29
BIRDLIME, B,8,13,45
BIRDLING, B,8,12,42
BIRDLORE, B,8,11,39
BIRDMAN, B,7,12,33
BIRDMOUTHED, B,11,20,68
BIRDNEST, B,8,11,39
BIRDNESTER, B,10,13,45
BIRDSEED, B,8,12,42
BIRDSTONE, B,9,12,42
BIRDWEED, B,8,15,53
BIRDWISE, B,8,14,50
BIRDWOMAN, B,9,17,59
BIRDY, B,5,11,22
BIRECTANGULAR, B,13,18,60
BIREFRACTING, B,12,20,68
BIREFRACTION, B,12,19,65
BIREFRACTIVE, B,12,22,74
BIREFRINGENCE, B,13,21,71
BIREFRINGENT, B,12,18,62
BIREME, B,6,10,26
